source,title,company,location,salary,tags,url,posted_at,crawled_at
web3_career,Remote Solidity Developer,RG&amp;T Solutions,Remote Solidity Developer,$105k - $112k,"Mentorship, AI-Friendly",https://web3.career/remote-solidity-developer-rg-amp-tsolutions/151293,2026-07-12 06:07:10+07:00,2026-07-13 20:58:32.580177+00:00
web3_career,Get hired in web3 - JOB GUARANTEED,Unknown,Remote,,,https://web3.career/metana,,2026-07-13 20:58:32.580177+00:00
remote3,Web3 Solidity Bootcamp - Job Guaranteed 💯,Unknown,Remote,,"AI-Friendly, Junior-Confirmed",https://link.metana.io/remote3,,2026-07-13 20:58:33.343693+00:00
remote3,Junior Crypto Trader (Remote),Unknown,Remote,,"AI-Friendly, Junior-Confirmed",https://remote3.co/remote-jobs/junior-crypto-trader-remote-atom-partners,,2026-07-13 20:58:33.343693+00:00
remote3,Ethereum Address Service (EAS) Sales & Marketing Internship - United States | SmartRecruiters,Unknown,Remote,,"AI-Friendly, Junior-Confirmed",https://remote3.co/remote-jobs/ethereum-address-service-eas-sales-marketing-internship-united-states-smartrecruiters-ethereum-address-service-eas-5,,2026-07-13 20:58:33.343693+00:00
remote3,Ethereum Community Fund Product Designer | SmartRecruiters,Unknown,Remote,,AI-Friendly,https://remote3.co/remote-jobs/ethereum-community-fund-product-designer-smartrecruiters-ethereum-community-fund-1,,2026-07-13 20:58:33.343693+00:00
remote3,Talan ETRM Orchestrade Trading Support | SmartRecruiters,Unknown,Remote,,"AI-Friendly, Junior-Confirmed",https://remote3.co/remote-jobs/talan-etrm-orchestrade-trading-support-smartrecruiters-talan-1,,2026-07-13 20:58:33.343693+00:00
crypto_jobs,Web3 DApp Developer (Remote),Unknown,Remote,,Database ManagementDevelopmentTypeScriptUX/UI Design,https://www.cryptojobs.com/job/web3-dapp-developer-remote-12463,Posted:3 weeks ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs,Smart Contract Engineer,Unknown,Remote,,Smart Contract DevelopmentSolidity,https://www.cryptojobs.com/job/smart-contract-engineer-12450,Posted:1 month ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs,"Blockchain Developer, Smart Contract Engineer (US,",Unknown,Remote,,ReactRustSupply ChainTypeScript,https://www.cryptojobs.com/job/blockchain-developer-smart-contract-engineer-us-12449,Posted:1 month ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs,"Blockchain Developer (Solidity, Web3, MERN)",Unknown,Remote,,CryptocurrencyReact,https://www.cryptojobs.com/job/blockchain-developer-solidity-web3-mern-12448,Posted:1 month ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs,Crypto Trading Platform Engineer,Unknown,Remote,,API IntegrationCryptocurrencyDatabase ManagementReact+ 2 More,https://www.cryptojobs.com/job/crypto-trading-platform-engineer-12447,Posted:1 month ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs,Blockchain Engineer,Unknown,Remote,,"AI-Friendly, CryptocurrencyReactSoftware EngineeringSolidity+ 1 More",https://www.cryptojobs.com/job/blockchain-engineer-12437,Posted:1 month ago,2026-07-13 20:58:35.917920+00:00
crypto_jobs_com,Business Developer,Miren Partners,Remote,,,https://crypto.jobs/jobs/business-developer-at-miren-partners,,2026-07-13 20:58:38.009069+00:00
crypto_jobs_com,GALINA World — CEO / Co-Founder,GALINA world,Remote,,,https://crypto.jobs/jobs/galina-world-ceo-co-founder-at-galina-world,,2026-07-13 20:58:38.009069+00:00
crypto_jobs_com,Co-founder & CEO,Niubi Bank,Remote,,,https://crypto.jobs/jobs/co-founder-ceo-at-niubi-bank,,2026-07-13 20:58:38.009069+00:00
crypto_jobs_com,"Junior Crypto Trader (Remote, Spot Trading)",Token town,Remote,,Junior-Confirmed,https://crypto.jobs/jobs/junior-crypto-trader-remote-spot-trading-at-token-town,,2026-07-13 20:58:38.009069+00:00
cryptocurrencyjobs,Product Designer,Oku,Remote - North America,,"8w, Figma, Junior-Confirmed, Linear, Gitlab",https://cryptocurrencyjobs.co/design/oku-product-designer/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Decentralised Messaging Engineer - Rust,Logos,Remote,,"9w, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/logos-decentralised-messaging-engineer-rust/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,"Associate General Counsel, Crypto Services",Fireblocks,Unknown,,"5w, $202K – $265K, Junior-Confirmed",https://cryptocurrencyjobs.co/operations/fireblocks-associate-general-counsel-crypto-services/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Staff Product Designer (Trading),Phantom,Remote - US,,"$238K – $280K, 5w, Junior-Confirmed",https://cryptocurrencyjobs.co/design/phantom-staff-product-designer-trading/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,DeFi Researcher,Anagram,Remote,,"Crypto, Tokenization, 6w, Junior-Confirmed, Digital Assets, Blockchain",https://cryptocurrencyjobs.co/other/anagram-defi-researcher/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,"Staff Software Engineer, Web3",Robinhood,Unknown,,"AI-Friendly, 7w, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/robinhood-staff-software-engineer-web3/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Operations Specialist (Binance Pay & Card),Binance,Remote - Asia,,"Junior-Confirmed, Onchain, 10w",https://cryptocurrencyjobs.co/operations/binance-operations-specialist-binance-pay-card/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,"Accounting Manager, Crypto Assets",Coinbase,Remote - US,,"$166.345K – $195.7K, Junior-Confirmed, Accounting, 10w",https://cryptocurrencyjobs.co/operations/coinbase-accounting-manager-crypto-assets/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Investor / AI Agent Builder,Unknown,Remote,,"Crypto, AI Agent, Junior-Confirmed, VC, Investment, Analyst, Investor",https://cryptocurrencyjobs.co/other/frachtis-vc-investor-ai-agent-builder/,25d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Business Development - Asia,GRT,"Remote - Asia, Hong Kong, Singapore",,"Crypto, Institutional Sales, OTC, Junior-Confirmed",https://cryptocurrencyjobs.co/sales/grt-business-development-asia/,25d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Quantitative Options Trader (Junior / Mid-Level) - APAC,GRT,"Remote - Asia, Hong Kong, Singapore",,"Crypto, Derivatives, Junior-Confirmed, Options Trading, Volatility, Quantitative Trading",https://cryptocurrencyjobs.co/other/grt-quantitative-options-trader-junior-mid-level-apac/,25d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Remote Online Customer Support Agent at YEET Casino,Unknown,Remote Online Customer Support Agent at YEET Casino,,"4w, Casino, iGaming, crypto, Junior-Confirmed",https://cryptocurrencyjobs.co/customer-support/yeet-remote-online-customer-support-agent-at-yeet-casino/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,BitMart Global Campus Ignite Internship,Unknown,Remote,,"4w, CEX, Junior-Confirmed, Intern, Exchange, BD",https://cryptocurrencyjobs.co/marketing/bitmart-bitmart-global-campus-ignite-internship/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Marketing maestro,Unknown,Remote,,"A$4K, 6w, STAKING CRYPTO EXCHANGE, Junior-Confirmed",https://cryptocurrencyjobs.co/marketing/cryptohero-ca-marketing-maestro/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Business Development Interns /Junior BD,Unknown,Remote,,"futures, 6w, crypto, Junior-Confirmed, $1K – $2K",https://cryptocurrencyjobs.co/sales/bitbase-com-business-development-interns-junior-bd/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Junior Blockchain Accountant,Unknown,"Remote - Europe, North America, South America",,"$50K – $60K, 7w, accounting, Junior-Confirmed, blockchain",https://cryptocurrencyjobs.co/operations/general-tensor-junior-blockchain-accountant/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Defi Associate - Re7 Labs,Re7 Capital,Remote,,"Junior-Confirmed, 8w",https://cryptocurrencyjobs.co/other/re7-capital-defi-associate-re7-labs/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,DeFi Analyst and Educator,Unknown,Remote,,"Crypto, Education, Junior-Confirmed, 9w, $40K – $108K",https://cryptocurrencyjobs.co/other/decentralized-masters-defi-analyst-and-educator/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Blockchain Security Engineer - (Solidity / Rust / Golang),CertiK,Remote,,"Blockchain, Go, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/certik-blockchain-security-engineer-solidity-rust-golang/,2d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,C++ Trading Platform Developer,Wintermute,Unknown,,"Junior-Confirmed, C++, 10w",https://cryptocurrencyjobs.co/engineering/wintermute-c-trading-platform-developer/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,DevOps Engineer - OTC Trading Platform,Wintermute,Unknown,,"Junior-Confirmed, 10w",https://cryptocurrencyjobs.co/engineering/wintermute-devops-engineer-otc-trading-platform/,,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Smart Contract Engineer,Category Labs,Unknown,,"Blockchain, Junior-Confirmed, $180K – $250K, Smart Contract",https://cryptocurrencyjobs.co/engineering/category-labs-smart-contract-engineer/,3d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Software Development Engineer in Test,Cardano Foundation,Remote,,"Blockchain, AI-Friendly, Test, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/cardano-foundation-software-development-engineer-in-test/,3d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,On-chain Quant Developer,Unknown,Remote,,"Go, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/bitmart-on-chain-quant-developer/,9d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,"Engineering Manager, Blockchain",Anchorage Digital,Unknown,,"Blockchain, Go, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/anchorage-digital-engineering-manager-blockchain/,12d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Software Engineer,Arkham,Remote,,"Blockchain, AI-Friendly, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/arkham-software-engineer/,12d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,"Software Engineer, Blockchain & Distributed Systems",Blockstream,Unknown,,"AI-Friendly, Junior-Confirmed",https://cryptocurrencyjobs.co/engineering/blockstream-software-engineer-blockchain-distributed-systems/,30d,2026-07-13 20:58:38.453684+00:00
cryptocurrencyjobs,Software Engineer (AI Coding Expert),Amber Group,Unknown,,"Crypto, Low-Level Systems, Fintech, 6w, C++, Network Programming, Trading Infrastructure, Junior-Confirmed, AI-Friendly, Quantitative Trading",https://cryptocurrencyjobs.co/engineering/amber-group-software-engineer-ai-coding-expert/,,2026-07-13 20:58:38.453684+00:00
defi_jobs,Back-end Node.js Developer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/back-end-node-js-developer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Blockchain SecOps Engineer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/blockchain-secops-engineer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Developer Documentation Technical Writer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/developer-documentation-technical-writer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Developer Relations Engineer (Blockchain),Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/developer-relations-engineer-blockchain,,2026-07-13 20:58:50.173271+00:00
defi_jobs,"Content Manager, focus Video & Screencast",Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/content-manager-focus-video-screencast,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Ecosystem Development Manager,Hype Talent,Remote,,"AI-Friendly, defi",https://www.defi.jobs/jobs/ecosystem-development-manager,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Developer Relations Manager,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/developer-relations-manager,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Business Development Manager,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/business-development-manager,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Frontend focused Full-Stack Developer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/frontend-focused-full-stack-developer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Business Development Manager,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/business-development-manager-2,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Backend Node.js Developer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/backend-node-js-developer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Blockchain Protocol Engineer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/blockchain-protocol-engineer,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Sales / Business Development Executive,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/sales-business-development-executive,,2026-07-13 20:58:50.173271+00:00
defi_jobs,General Counsel,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/general-counsel,,2026-07-13 20:58:50.173271+00:00
defi_jobs,Networking Engineer,Hype Talent,Remote,,defi,https://www.defi.jobs/jobs/networking-engineer,,2026-07-13 20:58:50.173271+00:00
builtin,Prime Sales Trader,Coinbase,Remote,158K-185K Annually,"Generative Ai, Artificial Intelligence • Blockchain • Fintech • Financial Services • Cryptocurrency • NFT • Web3, Top Skills:, Serve institutional clients by delivering execution and liquidity solutions across spot and derivatives markets. Drive trading volume, build counterparty relationships, collaborate with Sales/Financing/Product teams, provide market commentary and real-time trade support, and inform product development. Role requires weekend availability and responsible use of generative AI.",https://builtin.com/job/prime-sales-trader/9786091,Reposted 20 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,"Technical Program Manager, Knowledge Systems",Coinbase,Remote,149K-175K Annually,"Cms Platforms, Top Skills:, Llamaindex, Generative Ai, Artificial Intelligence • Blockchain • Fintech • Financial Services • Cryptocurrency • NFT • Web3, APIs, Langchain, AI-Friendly, Lead cross-functional technical programs to build and scale knowledge infrastructure for self-service, internal support, and AI-assisted discovery. Translate knowledge strategy into technical specs, APIs, schemas and delivery plans. Drive roadmap, dependency management, risk escalation, and launch-readiness while improving automation, metadata, CMS, and machine-readable knowledge to reduce manual work and scale support operations.",https://builtin.com/job/technical-program-manager-knowledge-systems/9784369,Reposted 20 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,Software Engineer - EVM,Rain,Remote or Hybrid,,"You will contribute to backend and blockchain infrastructure, interact with smart contracts, and drive development of new capabilities. You'll also help scale infrastructure globally and influence architectural decisions., Top Skills:, AI-Friendly, Blockchain • Fintech • Payments • Financial Services • Cryptocurrency • Web3 • Infrastructure as a Service (IaaS), Blockchain, Node.js, Smart Contracts",https://builtin.com/job/software-engineer-blockchain/8135064,Reposted 20 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,GIS Analyst,Blue Raster,In-Office or Remote,,"Arcgis Image Server, Mentorship, Top Skills:, Arcgis Geoprocessing Services, Arcgis Api For Python, Web3, Arcgis Enterprise, Arcgis Notebooks, AI-Friendly, Lead design and implementation of Python-based geospatial data pipelines and ArcGIS solutions; manage enterprise spatial databases; deliver production-quality code with Git; perform QA and debugging; present to clients; translate requirements; act as technical lead and mentor junior analysts.",https://builtin.com/job/gis-analyst/10158442,2 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,Iwriter,FreeUp,Remote,,"Top Skills:, Digital Marketing, Seo, Sem, The role involves updating existing blog content on SEO and digital marketing, with potential for new content creation based on performance. Providing content briefs will aid in the process., Agency • eCommerce • Marketing Tech • Web3",https://builtin.com/job/iwriter/7502813,Reposted 20 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,"Mid-Market Account Manager, Retail",Block,In-Office or Remote,108K-203K Annually,"SaaS, Top Skills:, Blockchain • eCommerce • Fintech • Payments • Software • Financial Services • Cryptocurrency, The Strategic Account Manager will drive growth and retention within retail accounts, serving as a trusted advisor, implementing tailored solutions, and collaborating with cross-functional teams to enhance performance and satisfaction., Pos Technology, Payments",https://builtin.com/job/strategic-account-manager/9553446,Reposted 20 Hours Ago,2026-07-13 20:58:50.492478+00:00
builtin,Engineering Manager,Unchained,Remote,,"Software Engineering, Top Skills:, AWS, Blockchain • Fintech • Financial Services • Cryptocurrency, The Engineering Manager leads a team in delivering reliable software solutions, blending technical contributions with team leadership, managing projects, and improving processes., AI-Friendly",https://builtin.com/job/engineering-manager/9014909,Reposted 17 Days Ago,2026-07-13 20:58:50.492478+00:00
builtin,Founding Engineer - ML Performance,HowURun,In-Office or Remote,250K-395K Annually,"Cuda, Top Skills:, Cuda Kernels, Founding ML Performance Engineer will write custom CUDA kernels, optimize end-to-end model inference for sub-50ms latency, drive 10x stack performance (memory bandwidth, kernel fusion, scheduling), implement zero-copy multi-GPU/multi-node memory, own GPU utilization and memory management, profile and benchmark pipelines, and build performance tooling and standards., Flash-Attention, Junior-Confirmed, Cute, Cublas, Big Data • Blockchain • Internet of Things • Software, AI-Friendly",https://builtin.com/job/founding-engineer-ml-performance/10162207,24 Minutes Ago,2026-07-13 20:58:50.492478+00:00
builtin,Don't see your role? Reach out anyway.,HowURun,In-Office or Remote,,"Open call for exceptional candidates across functions. Seeking technical leaders and engineers who have built large-scale, low-latency, GPU-heavy inference or serving infrastructure, or top performers in GTM, design, devrel, or ops. Must own ambiguous problems end-to-end, set direction with limited scaffolding, and maintain high standards. Early-stage equity, competitive salary, full benefits, and top-tier AI tooling provided., Top Skills:, Claude, Gpu, Big Data • Blockchain • Internet of Things • Software, Codex, Kimi",https://builtin.com/job/don-t-see-your-role-reach-out-anyway/10162206,24 Minutes Ago,2026-07-13 20:58:50.492478+00:00
